category,text
entertainment,paraguay novel wins us book prize a novel set in 19th century paraguay has won the $10 000 (£5 390) fiction prize at the us national book awards.  lily tuck s the news from paraguay is a fictionalised tale about paraguayan leader francisco solano lopez and his irish mistress. but the annual awards  which were presented in new york on wednesday  were not without controversy. children s author judy blume  who was given an honourary medal  used the ceremony to speak out over censorship.  sales of blume s books have exceeded 75 million  but her work - which features frank narratives about families  religion and sexuality - is closely watched by the censors. blume said:  the urge to ban is contagious. it spreads like wildfire from community to community. please speak out. censors hate publicity.  her medal marks the second year in a row the honourary prize went to someone as notable for popular success as literary greatness. last year s honorary winner  stephen king  accused the industry during the 2003 ceremony of snobbery against popular writers. but his argument that the award should help sell books instead of honouring excellence is not shared by everyone.  this year s fiction panel overlooked high-profile works such as philip roth s the plot against america and instead chose five little-known books  all by new york-based women. one fiction judge  stewart o nan  carried around a note written on a napkin that said:  i would hope that our caring more for the quality of a work than its sales figures make us a friend of books  not an enemy.  the national book awards non-fiction prize was awarded to kevin boyle s for arc of justice  which focuses on a black family s fight to live in a white detroit neighbourhood in the 1920s. the award had created a lot of interest this year after the surprise inclusion of the of the 9-11 commission report looking into the events of the 11 september terrorist attacks on the us. pete hautman won the young people s literature prize for his novel godless. the winner in the poetry category was jean valentine for door in the mountain: new and collected poems  1965-2003.
business,india-pakistan peace boosts trade calmer relations between india and pakistan are paying economic dividends  with new figures showing bilateral trade up threefold in the summer.  the value of trade in april-july rose to $186.3m (£97m) from $64.4m in the same period in 2003  the indian government said. nonethless  the figures represent less than 1% of india s overall exports. but business is expected to be boosted further from 2006 when the south asian free trade area agreement starts. both countries eased travel and other restrictions as part of the peace process aimed at ending nearly six decades of hostilities.  sugar  plastics  pharmaceutical products and tea are among the major exports from india to its neighbour  while firms in pakistani have been selling fabrics  fruit and spices.  if the positive trend continues  two-way trade could well cross half a billion dollars this fiscal year   india s federal commerce minister kamal nath said. according to official data  the value of india s overall exports in the current fiscal year is expected to reach more than $60bn  while in pakistan s case it is set to hit more than $12bn. meanwhile  the indian government said the prospects for the country s booming economy remained  very bright  despite a  temporary aberration  this year. its mid-year economic review forecasts growth of 6-6.5% in 2004  compared with 8.2% in 2003. higher oil prices  the level of tax collections  and an unfavourable monsoon season affecting the farm sector had hurt the economy in april-september  it said.
entertainment,de niro film leads us box office film star robert de niro has returned to the top of the north american box office with his film hide and seek.  the thriller shot straight to the number one spot after taking $22m (£11.7m) at the box office. de niro recently spent three weeks at the top with comedy meet the fockers  which was at number five this week. oscar hopefuls the aviator  million dollar baby and sideways all cashed in on their multiple nominations with stronger ticket sales.  in hide and seek  de niro plays a widower whose daughter has a creepy imaginary friend. despite lukewarm reviews from critics  the film took more than the expected $18m (£9.5m).  the element of a real actor in a psychological thriller certainly elevated it   said bruce snyder  president of domestic distribution at 20th century fox. clint eastwood s million dollar baby led the oscar hopefuls with $11.8m (£6.3m)  coming in at number three during its first weekend of wide release. the aviator  a film biography of howard hughes that leads the oscar field with 11 nominations  was at number six for the weekend with $7.5m (£4m). oscar best-picture nominee sideways entered the top ten for the first time in its 15th week of release. it came in seventh $6.3 (£3.35m). last week s top film  ice cube s road-trip comedy are we there yet   slipped to second place with $17m (£9m)  while coach carter fell two places to number four  taking $8m (£4.25m) in its third week. rounding out the top ten were in good company - starring dennis quaid and scarlett johansson - racing stripes and assault on precinct 13.
politics,boothroyd calls for lords speaker betty boothroyd has said the house of lords needs its own speaker and that peers should lead the way on reforming the upper chamber.  baroness boothroyd  who was the first woman to be commons speaker  said she believed tony blair initiated reforms without a clear outcome in mind.  now we have to take care of it ourselves and make the best of it   she told the bbc s breakfast with frost. in 1999 labour removed all but 92 of the lords  750 hereditary peers. that was billed as the first stage of reform of the institution. the lord chancellor hinted further reforms could be unveiled in the next labour manifesto.   i think we need to look very carefully at the relationship between the lords and the commons   lord falconer told bbc1 s breakfast with frost.  how it interacts with the commons is a very  very important issue.  we need to address the issue in the manifesto  but you will have to wait for when the manifesto comes.  the lord chancellor currently has the role of house of lords speaker. he is also head of the judiciary and a member of the cabinet as constitutional affairs secretary.  lady boothroyd said she believed it was unacceptable for the lord chancellor to have the role of speaker.  i would really like to see a speaker of the house of lords   she said.  i don t go for the idea of somebody - a lord chancellor - who is head of the judiciary  a senior cabinet minister and speaker of the lords.  i want somebody there who is going to look after that house and do a job there.
politics,chancellor rallies labour voters gordon brown has issued a rallying cry  telling supporters the  stakes are too high  to stay at home or protest vote in the forthcoming general election.  the chancellor said the vote - expected to fall on 5 may - will give a  clear and fundamental  choice between labour investment and conservative cuts. speaking at labour s spring conference in gateshead  mr brown claimed the nhs was not safe in conservative hands. he said tory plans to cut £35bn tax would  cut deep into public service .  to a packed audience at gateshead s sage centre  the chancellor said the cuts proposed by shadow chancellor oliver letwin were the equivalent of sacking every teacher  gp and nurse in the country  he told activists. laying into the conservative s record in government he said:  i give you this promise - with labour  britain will never return to the mistakes of erm and 10% inflation  15% interest rates  £3bn in lost reserves  250 000 repossessed  one million in negative equity and three million unemployed.  never again tory boom and bust.   this will be the central dividing line at the election  between a conservative party taking britain back and planning deep cuts of £35bn in our services  and a labour government taking britain forward  which on a platform of stability will reform and renew our hospitals  schools and public services and  i am proud to say  spend by 2008 £60bn more.  turning to the economy  the chancellor pledged to continue economic stability and growth in a third term in power.  he said after seven years labour had transformed from a party not trusted with the economy to  the only party trusted with the economy . it was now a  party not just of employees  but of employers and managers   he said. in the speech - which prompted a standing ovation from an audience clearly  warm  to mr brown - he also promised to end teenage unemployment within the next five years. he also highlighted plans for 100% debt relief for the world s poorest countries  a national minimum wage for 16 and 17-year-olds and the creation of a network of children s centres and flexibility in maternity leave. the prime minister is to take part later on saturday in an interactive question and answer session  fielding queries sent in by e-mail  text message and telephone as part of labour s attempt to engage the public in their campaign.
tech,set your television to wow television started off as a magical blurry image. then came the sharpness  the colour and the widescreen format. now the tv set is taking another leap forward into a crystal clear future  although those in europe will have to be patient.  after years of buzz about high-definition tv (hdtv) it is finally taking off in a handful of countries around the world  mainly the us and japan. if you believe the hype  then hdtv will so wow you  that you will never want to go back to your old telly.  hdtv is just the latest must-have technology in viewers  homes   says jo flaherty  a senior broadcaster with the cbs network in the us. all television images are made up of pixels  going across the screen  and scan lines going down. british tv pictures are made up of 625 lines and about 700 pixels. by contrast  hdtv offers up to 1 080 active lines  with each line made up of 1 920 pixels. the result is a picture which can be up to six times as sharp as standard tv. but to get the full impact  programmes need to be broadcast in this format and you need a hdtv set to receive them. most new computer displays are already capable of handling high-resolution pictures. viewers in japan  the us  australia  canada and south korea are already embracing the new tv technology  with a selection of primetime programmes being broadcast in the new format  which includes 5.1 digital surround sound.  but tv viewers in europe will have to wait to enjoy the eye-blasting high-definition images.  many high-end european tv programmes  such as the recent athens olympics  are already being produced in high-definition. but they still reach your screen in the old 625 lines. the prospects for getting sharper images soon do not seem very encouraging. according to consultants strategy analytics  only 12% of homes in europe will have tvs capable of showing programmes in high-definition by 2008. but the hdtv hype spilling out of the us and japan has spurred european broadcasters and consumer electronic companies to push for change. big sports and entertainment events are set to help trigger the general public s attention. the 2006 world cup in germany will be broadcast in high-definition.  in the uk  satellite broadcaster bskyb is planning hdtv services in 2006. there is already a hdtv service in europe called euro1080. other european broadcasters  especially in france and germany  also aiming to launch similar services.  in britain  digital satellite and cable are largely seen as the natural home for hdtv  at least while a decision is taken regarding terrestrial broadcast options. the communications watchdog ofcom could hand over some terrestrial frequencies freed up when the uk switches off its analogue tv signal. for now  broadcasters like the bbc are working on their own hdtv plans  although with no launch date in sight.  the bbc will start broadcasting in hdtv when the time is right  and it would not be just a showcase  but a whole set of programming   says andy quested  from the bbc s high-definition support group.  we have made the commitment to produce all our output in high-definition by 2010  which would put us on the leading edge.  one of the options under consideration is to offer high-definition pictures on the web. the bbc has already dipped its toe into this  including some hdtv content in recent trials of its interactive media player - a video player for pcs. it is planning to offer special releases of selected flagship programmes online in the near future. according to mr quested  this could help put europe back into the running in the race to switch to hdtv. this is backed by recent research which suggests that the number of europeans with broadband has exploded over the past 12 months  with the web eating into tv viewing habits.
politics,pakistani women  must not hide  hiding women away in the home hidden behind veils is a backward view of islam  president musharraf of pakistan has said during a visit to britain.  he was speaking to the bbc s newsnight programme a few hours before visiting the pakistani community in manchester.  my wife is travelling around. she is very religious but she is very moderate   said general musharraf. it comes after pakistan s high commissioner to britain said some pakistanis should integrate more. dr maleeha lodhi said people could not expect others to listen to their grievances if they isolated themselves.  gen musharraf told the bbc:  some people think that the women should be confined to their houses and put veils on and all that and they should not move out - absolutely wrong.  the pakistani president was also asked whether he thought the war on terror had made the world less safe.  yes  absolutely. and i would add that unfortunately we are not addressing the core problems  so therefore we can never address it in its totality   he said.  we are fighting it in its immediate context but we are not fighting it in its strategic long-term context.   it is the political disputes and we need to resolve them  and also the issue of illiteracy and poverty. this combined are breeding grounds of extremism and terrorism.  on monday the pakistani president met prime minister tony blair at 10 downing street  on his first official visit to london. he is due to visit the pakistani community in manchester on tuesday afternoon.  the mirror newspaper said on tuesday it had been handed a sensitive dossier outling the details of gen musharraf s visit to britain. the paper said the document had been found in a london street by a member of the public. it said the dossier contained details about his movements and also confidential police radio channels  call signs and codes. speaking in london on monday  gen musharraf said al-qaeda was  on the run  in pakistan.  but standing next to mr blair he added that it was crucial to tackle the  core of what creates terrorists  what creates an extremist  militant environment which then leads on to terrorism .  that is the resolution of political disputes.   mr blair said the two leaders had talked about afghanistan  the wider war on terror  the situation in the middle east and the ongoing dispute over kashmir.  we agreed that in afghanistan there is some cause for optimism about the progress that has been made there   said mr blair.  in respect of iraq  we agreed that whatever the issues of the past  the important thing now is to see the strategy through and ensure that iraq is capable of becoming a stable and democratic state.
business,retail sales show festive fervour uk retail sales were better than expected in november as christmas shoppers began their seasonal flock to the high street  figures show.  the office for national statistics (ons) said retail sales rose 0.6% on the month and 6.1% on the year. but the figures  along with this week s inflation report  could trigger another interest rate rise in the new year. however  recent data from the british retail consortium showed a 0.2% slip in high street sales during november.  the ons data confounded analyst expectations. many had expected sales to fall slightly in november as shoppers put off buying christmas presents until december. however  retailers  attempts to draw in the crowds may be behind november s unexpected rise in sales  they say. aggressive tactics  such as one-day discount sales adopted by stores such as marks & spencer  appear to have paid off.  price discounting has certainly accounted for much of this because the value of retail sales hasn t grown as much as volumes   said investec economist david page. the figures sparked a rally for sterling as the data supported the view that it is too early to assume that base rates have peaked.
business,ukraine steel sell-off  illegal  the controversial sell-off of a ukrainian steel mill to a relative of the former president was illegal  a court has ruled.  the mill  krivorizhstal  was sold in june 2004 for $800m (£424m) - well below other offers. president viktor yushchenko  elected in december  is planning to revisit many of ukraine s recent privatisations. krivorizhstal is one of dozens of firms which he says were sold cheaply to friends of the previous administration.  on wednesday  prime minister yulia tymoshenko said as many as 3 000 firms could be included on the list of firms whose sale was being reviewed.  mr yushchenko had previously said the list would be limited to 30-40 enterprises. more than 90 000 businesses in all  from massive corporations to tiny shopfronts  have been sold off since 1992  as the command economy built up when ukraine was part of the soviet union was dismantled. analysts have suggested that the government needs to avoid the impression of an open-ended list  so as to preserve investor confidence.  thursday s ruling by a district court in perchesk overturned a previous decision in a lower court permitting the sale. the consortium which won the auction for the mill was created by viktor pinchuk  son-in-law of former-president leonid kuchma  and rinat akhmetov  the country s richest man. the next step is for the supreme court to annul the sale altogether  opening the way for krivorizhstal to be resold. mr yushchenko has suggested a fair valuation could be as much as $3bn. one of the foreign bidders who lost out  steel giant lnm  told bbc news that it would be interested in any renewed sale.
tech,napster offers rented music to go music downloading  for those that have rejected the free peer to peer services  can be a costly business.  the cost of paying even as little as 70p per track can add up  particularly for those people who own one of the new generation of players that can store thousands of songs. paying per track for music is becoming as outmoded as paying per minute for internet access and alternative monthly or yearly subscription models are springing up as a more convenient  and ultimately cheaper way of owning music.   music fans are moving away from buying the traditional bundled package of a dozen or more songs that we used to call an album to newer ways that fit their lifestyle; either single tracks or subscriptions services   said paul myers  chief executive of wippit  a uk-based music download service. while itunes is doing good business with its sales of individual tracks to ipod owners  others are questioning whether the concept of owning music is even valid in the digital age. napster is due to launch a new rental subscription service - dubbed napster to go in the uk in the next few months. the service can be used on players that support microsoft windows latest digital rights management technology known as janus. this includes players made by samsung  rio and creative.  currently on offer in beta-version in the us  the service costs $15 per month for unlimited downloads. the technology ensures that music downloaded to the player only remains playable while the user subscribes to the service. users need to update their license on a monthly basis or the tunes will no longer play.  this has outraged some digital music lovers  especially as napster already offers a cheaper service for downloading music to the pc. napster claims the higher price is a result of record labels charging more for the to-go service and says it also offers  greater value  for customers. mr myers is not convinced a rental model will work for consumers.  we ve been offering our unlimited music subscription service for more than three years now and our customers know what they want. format interoperability  excellent value and the reassurance that music purchased from wippit is theirs to keep and enjoy on whatever device they choose   he said.  who wants to download a track that won t play next month if you decide to unsubscribe to the service or change portable player for an ipod or the latest mobile phone   wippit offers a download subscription service for £4.99 per month or £50 per year. it has a catalogue of around 60 000 songs.
sport,kenya lift chepkemei s suspension kenya s athletics body has reversed a ban on marathon runner susan chepkemei after she made an official apology.  athletics kenya (ak) had suspended the two-time london marathon runner-up for failing to turn up to a cross-country team training camp in embu.  we have withdrawn the ban. chepkemei has given a reason for her absence   said ak chief isaiah kiplagat.  she explained she had a contract with the organisers of the race in puerto rice and we have accepted her apology.   the kenyan coaching team will now decide whether chepkemei can be included in the team for this month s world cross country championships. the 29-year-old would be a strong contender at the event in france and is hopeful she will be granted a place in the 32-strong squad.  i am satisfied that the whole saga has been brought to an end   chepkemei said.  i am ready and prepared to represent my country.  i will be disappointed if i am not given a chance to compete at the world cross country championships.  ak had insisted it was making an example of chepkemei by banning her from competition until the end of 2005. but the organisation came under intense international and domestic pressure to reverse its decision. the 29-year-old took part in the 2002 and 2003 london marathons and was edged out by radcliffe in an epic new york marathon contest last year.  the two-time world half-marathon silver medallist will be back to challenge radcliffe at this year s london event in april. ak also dropped its harsh stance on three-time world cross country 4km champion edith masai. masai missed kenya s world cross country trials because of an ankle problem but ak insisted it would take disciplinary action unless she could prove she was really injured.  subject to our doctor s confirmation  we have decided to clear masai   added kiplagat.
entertainment,sky takes over oscar night mantle sky has signed a major new deal to broadcast this year s academy awards  taking over from three years of live oscar coverage on the bbc.  sky said it was  honoured to have won exclusive broadcasting rights  and promised to cover the event  in a way no other broadcaster could . the bbc denied it had lost a bidding war  saying it had  decided to pass the mantle to another broadcaster . the ceremony  hosted by newcomer chris rock  takes place on 27 february 2005.  sky s coverage will launch with the nominations on 25 january and will include themed programming across sky channels including sky news  sky travel and the biography channel. there will also be a month-long season of oscar-winning films on sky movies in the run up to the event and live uninterrupted coverage on the night.  we are honoured to have won the live and exclusive broadcasting rights for the academy awards   said sky networks  sophie turner laing.  sky is the natural place to see the biggest and most prestigious film event of the year  and will cover the event in a way that no other broadcaster could.   sky first scooped oscar rights from the bbc in 1999  but the bbc won them back in 2001 when sky was forced to pull out of a bidding war due to financial constraints.  bbc viewers will of course be able to watch quality coverage of the 2005 academy awards on the bbc s bulletins and news programmes   a spokesman said. among the films tipped to do well at this year s academy awards are martin scorsese s the aviator  jean-pierre jeunet s a very long engagement and the ray charles biopic  ray.
politics,housing plans criticised by mps  irreversible environmental damage  will be caused by government plans to build more than one million homes in south-east england  mps have warned.   sustainable communities  were being promoted without a real understanding of what  sustainable  means  the environmental audit committee said. it said issues like energy needs and transport were not properly addressed. deputy prime minister john prescott said the report was completed before new initiatives were announced. he said:  we are working across government  especially with our colleagues at defra  to create cleaner  safer and greener communities  while protecting and enhancing the environment.   the report said there was far too little attention paid to many environmental issues  including water  even though supplies in parts of the south east are already too low. regulations designed to ensure energy-efficient buildings are too lax  and builders routinely flout them anyway  it said.  financing for improving transport was around one-twentieth of what would be required. the report was a stinging rebuke for the government and especially john prescott s department  bbc environment correspondent richard black said. chairman of the environmental audit committee peter ainsworth mp  said:  the government s housing policy is an alarming example of disjointed thinking in an areas where joined-up policy is crucial.  i accept the need to improve housing supply but  as things stand  the principal beneficiary of housing growth will be property developers  with the environment we all depend on being the principal loser.  points raised in the report included:    - no proposals to further increase housing supply should be taken forward without strong supporting evidence.   - the government should recognise shortcomings of the treasury s barker review  which said 140 000 new homes a year were needed in britain.   - the government should consider a  national spatial framework  for england such as those already in place in scotland and wales.   - the office of the deputy prime minister should maximise brown field development and housing densities.   - measures to encourage improved energy efficiency for existing homes should be considered - including reduced stamp duty for homes that achieve set standards and a clear timetable for achieving zero-emissions homes.   - the government should make clear how it intends to measure its success at creating sustainable communities.     conservative local government spokeswoman caroline spelman said:  there is now growing evidence that john prescott s buildings programme is environmentally unsustainable  leaving a concrete scar across the face of rural england.
politics,tory leader unveils spending plan tory leader michael howard says his party can save £35bn in government spending by tackling waste.  the money would be ploughed back into frontline services like the nhs and schools with the rest used to cut government borrowing and reduce taxes. the tory leader has also shrugged off the defection of one of his mps  robert jackson  a former minister  to labour. mr howard said that these things happened in politics and it would not affect the outcome of the election.  let s be realistic - the election is not going to be decided on the basis of what mr jackson did   he told bbc 1 s breakfast with frost programme. however the defection on saturday has cast a shadow over the launch of the conservatives  spending plans. fuller details are due to be unveiled on monday.  the bulk of the £35bn saved by tackling bureaucracy and inefficient systems will go back into frontline services  mr howard said. the £12bn left over would then be spent on reducing government borrowing  he added. however  the remainder would deal with some of the  unfair taxes .  almost every independent expert says if you get another labour government you are going to have to pay higher taxes   mr howard insisted.  because borrowing is going up  it is out of control  that is bound to lead to higher taxes or higher interest rates or both.  so part of the £12bn we are going to apply to filling the government s black hole  reducing the borrowing.  the rest will be used to reduce these unfair taxes which are bearing so heavily on the people of our country today.   mr howard is expected to say that around £6bn will be available for tax cuts when he makes his announcement on monday. the cuts will be paid for out of the savings identified by business trouble-shooter david james. home office spending could be cut by £1.6bn  according to the final instalment of his year-long review. savings of £153m at the foreign office and £336m at the department for culture media and sport  have also been identified. in all  almost a quarter of a million jobs and 168 public bodies would go under mr james  proposals.  mr howard said:  all this adds up to a bottom line and the bottom line is at this election people will have a clear choice between mr blair  who will waste more and tax more  and a conservative government that will give them value for money and tax less.  however  chief treasury secretary paul boateng said:  none of the tories  figures add up so they can t make these savings and can t pay for any tax cuts  which means the only guaranteed cut from the tories is £35bn of cuts  hitting frontline public services hard.  liberal democrat leader charles kennedy added:  people will not be taken in by michael howard s claims of £35bn worth of savings.  this can t be achieved without drastic cuts in local services in their own communities.  a poll for the news of the world newspaper suggests the conservatives are on course for their worst election defeat in a century. labour will hold key marginal constituencies  winning a majority of 160  the populus survey suggests. and the liberal democrats will take three key seats from the conservatives  leaving the tories with just 163 mps  two less than they returned atlabour s 1997 landslide and their worst showing since 1906.
tech,rings of steel combat net attacks gambling is hugely popular  especially with tech-savvy criminals.  many extortionists are targeting net-based betting firms and threatening to cripple their websites with deluges of data unless a ransom is paid. but now deep defences are being put in place by some of the uk s biggest net firms to stop these attacks. increasing numbers of attacks and the huge amounts of data being used to try to bump a site off the web are prompting firms to adopt the measures.  net firms are realising that it s not just about anti-virus and firewalls   said paul king  chief security architect at cisco.  there are more things that can be done in the network to protect data centres.  mr king said the only way to properly combat these so-called distributed denial-of-service attacks was with intelligent net-based systems. many of the gambling sites suffering ddos attacks are in offshore data and hosting centres  so any large scale data flood could knock out access to many more sites than just the one the criminals were targeting  said mr king. this overspill effect was only likely to grow as attacks grow in size and scale.  malcolm seagrave  security expert at energis  said the most common types of attacks hit sites with 10 megabytes of data over short periods of time. bigger attacks sending down 200 megabytes of traffic or more were rarely seen  he said.  it does feel like they are turning the dial because you see this traffic gradually growing   he said.  so far there have been no attacks involving gigabytes of data  said mr seagrave. however  he added that it was only a matter of time before such large attacks were mounted. maria capella  spokeswoman for net provider pipex  said that when ddos attacks were at their height  customers were getting hit every four to five days. the defences being put in place constantly monitor the streams of data flowing across networks and pluck out the traffic destined for target sites.  it s about understanding what s genuine traffic and keeping attack traffic from going to the site   she said.  we study the profile of their traffic and as soon as we see an anomaly in the profile that s when we start to get the backbone engineering boys to see if we are going to sustain an attack   said ms capella. this traffic can be hard to spot because ddos attacks typically use thousands of computers in many different countries  each participating machine only sends a small part of the entire data flood.  typically these computers have been infected by a virus or worm which reports its success and the net address of compromised machines back to the malicious hacker or hi-tech criminal that set off the virus. hijacked computers are known as zombies or  bots and collections of them are called  bot nets. many spammers rent out  bot nets to help them anonymously send junk mail.  most of the zombies are based outside the country that hosts the target site so getting the attacking pcs shut off can be difficult. often pipex and other net suppliers do get advance notice that an attack is about to happen.  the serious players tend to precede an attack with some kind of ransom e-mail   said ms capella.  we ask  as part of the service we provide  that customers notify us of anything they have in advance that would give us forewarning.  once an attack is spotted dedicated net hardware takes over to remove the attack traffic and ensure that sites stay up. energis took a similar approach  said mr seagrave.  we have technology out there that allows us to detect attacks in minutes rather than let network engineers spend hours pulling the information together   said mr seagrave. also net firms were starting to work more closely together on the problem of ddos attacks and pool information about where they are coming from. information gathered on attacks and where they originated has led to some arrests. he said energis also did its own intelligence work to get in insight into which sites criminal gangs plan to target.  we have people in places where they shouldn t be  monitoring tech sites   he said. sometimes though  he said  spotting the next victim was easy.  you can see them going alphabetically through the list with the gambling sites  trying one after another   said mr seagrave.
politics,brown ally rejects budget spree chancellor gordon brown s closest ally has denied suggestions there will be a budget giveaway on 16 march.  ed balls  ex-chief economic adviser to the treasury  said there would be no spending spree before polling day. but mr balls  a prospective labour mp  said he was confident the chancellor would meet his fiscal rules. he was speaking as sir digby jones  cbi director general  warned mr brown not to be tempted to use any extra cash on pre-election bribes.  mr balls  who stepped down from his treasury post to stand as a labour candidate in the election  had suggested that mr brown would meet his golden economic rule -  with a margin to spare . he said he hoped more would be done to build on current tax credit rules.  he also stressed rise in interest rates ahead of an expected may election would not affect the labour party s chances of winning. expectations of a rate rise have gathered pace after figures showed house prices are still rising. consumer borrowing rose at a near-record pace in january.  if the mpc (the bank of england s monetary policy committee) were to judge that a rate rise was justified before the election because of the strength of the economy - and i m not predicting that they will - i do not believe that this will be a big election issue in britain for labour   he told a parliamentary lunch.  this is a big change in our political culture.   during an interview with bbc radio 4 s today programme  mr balls said he was sure mr brown s budget would not put at risk the stability of the economy.  i don t think we ll see a pre-election spending spree - we certainly did not see that before 2001   he said.  his assurances came after sir digby jones said stability was all important and any extra cash should be spent on improving workers  skills. his message to the chancellor was:  please don t give it away in any form of electioneering.  sir digby added:  i don t think he will. i have to say he has been a prudent chancellor right the way through. stability is the key word - british business needs boring stability more than anything.  we would say to him  don t increase your public spending  don t give it away. but if you are going to anywhere  just add something to the competitiveness of britain  put it into skilling our people .  that would be a good way to spend any excess.   mr balls refused to say whether mr brown would remain as chancellor after the election  amid speculation he will be offered the job of foreign secretary.  i think that gordon brown wants to be part of the successful labour government which delivers in the third term for the priorities of the people and sees off a conservative party that will take britain backwards   mr balls told today. prime minister tony blair has yet to name the date of the election  but most pundits are betting on 5 may.
entertainment,hollywood hunts hits at sundance the sundance film festival  the movie industry s top destination for uncovering the next independent hits and new talent  opens on thursday.  the event will see screen executives decamp from hollywood to park city  utah  for 11 days to search for low-key movies that could make it big in 2005. open water  napoleon dynamite  garden state and super-size me were all snapped up at last year s festival. but stars like keanu reeves and pierce brosnan also have films showing there. the festival is being opened by a screening of quirky comedy happy endings  starring former friends actress lisa kudrow and maggie gyllenhaal  on thursday.  kudrow s friends co-star  david schwimmer  plays a divorced drunkard in duane hopwood  while brosnan stars as a hit man in comedy the matador. keanu reeves appears in coming-of-age tale thumbsucker while kevin costner and michael keaton are among the other big names whose films are involved. robert redford founded sundance in 1981 and it has gone on to showcase future successes such as reservoir dogs  the blair witch project and the full monty. but it has received criticism that it has become more commercial and mainstream over the years.  as much as the press argues that sundance has completely changed  it hasn t changed that much   festival director geoffrey gilmore said.  it s still a place for discovery. it s a place for common ground among film-makers and audiences more than it is the celebrity stuff.  other films generating interest before this year s festival include hustle & flow  about an aspiring rapper  the squid and the whale  an autobiographical film by writer-director noah baumbach  and comedy/drama pretty persuasion. it also has two new international cinema competitions.
business,asian banks halt dollar s slide the dollar regained some lost ground against most major currencies on wednesday after south korea and japan denied they were planning a sell-off.  the dollar suffered its biggest one-day fall in four months on tuesday on fears that asian central banks were about to lower their reserves of dollars. japan is the biggest holder of dollar reserves in the world  with south korea the fourth largest. the dollar was buying 104.76 yen at 0950 gmt  0.5% stronger on the day. it also edged higher against both the euro and the pound  with one euro worth $1.3218  and one pound buying $1.9094. concerns over rising oil prices and the outlook for the dollar pushed down us stock markets on tuesday; the dow jones industrial average closed down 1.6%  while the nasdaq lost 1.3%.  the dollar s latest slide began after a south korean parliamentary report suggested the country  which has about $200bn in foreign reserves  had plans to boost holdings of currencies such as the australian and canadian dollar. on wednesday  however  south korea moved to steady the financial markets. it issued a statement that  the bank of korea will not change the portfolio of currencies in its reserves due to short term market factors . japan  too  steadied nerves. a senior japanese finance ministry official told reuters  we have no plans to change the composition of currency holdings in the foreign reserves  and we are not thinking about expanding our euro holdings . japan has $850bn in foreign exchange reserves. at the start of the year  the us currency  which had lost 7% against the euro in the final three months of 2004 and had fallen to record lows  staged something of a recovery. analysts  however  pointed to the dollar s inability recently to extend that rally despite positive economic and corporate data  and highlighted the fact that many of the us s economic problems had not disappeared. the focus has been on the country s massive trade and budget deficits  and analysts have predicted more dollar weakness to come.
business,glazer makes new man utd approach malcolm glazer has made a fresh approach to buy manchester united  which could lead to a bid valuing the premiership club at £800m.  the us tycoon  who has been wooing the club for the last 12 months  has approached the united board with  detailed proposals   it has confirmed. mr glazer  who owns the tampa bay buccaneers team  hopes this will lead to a formal bid being accepted. his new offer is expected to contain substantially less debt. mr glazer has already had one takeover attempt turned down by the red devils and responded by using his 28.1% shareholding to vote off three board members last november.  man united had turned down the bid because it was based on a high level of borrowing. but newspapers have speculated recently that the tycoon had gained the support of leading banks to come up with a stronger and less debt-laden bid. last week  however  mr glazer issued a statement to the stock exchange distancing himself from a new bid.  meanwhile  united s chief executive david gill said in december that talks would not resume unless glazer came up with  definitive proposals . now the board has confirmed that the us bidder is back  with a statement issued on sunday reading:  the board can confirm it has now received a detailed proposal subject to various preconditions which may form the basis of an offer.  a further announcement will be made in due course.   to succeed malcolm glazer will still need the approval of major shareholders john magnier and jp mcmanus  who own 28.9% of the club. but the irish duo have cut off talks with glazer over the proposed sale of their stake and have so far made no comment on his latest approach. united fans have reacted with anger at the announcement. they have vehemently opposed any proposed takeover by glazer since he first showed interest in the club in september 2003 and after sunday s announcement they vowed to fight on.  we will fight tooth and nail to stop him whatever his offer says. we do not want him or anybody else taking over united   said mark longden of the independent manchester united supporters  association.  the campaign against this proposed takeover will continue as it has done since glazer first showed interest in the club.
sport,henman overcomes rival rusedski tim henman saved a match point before fighting back to defeat british rival greg rusedski 4-6 7-6 (8-6) 6-4 at the dubai tennis championships on tuesday.  world number 46 rusedski broke in the ninth game to take a tight opening set. rusedski had match point at 6-5 in the second set tie-break after henman double-faulted  but missed his chance and henman rallied to clinch the set. the british number one then showed his superior strength to take the decider and earn his sixth win over rusedski. serve was held by both players with few alarms until the seventh game of the final set  when rusedski s wild volley gave henman a vital break. a furious rusedski slammed his racket onto the ground in disgust and was warned by the umpire.  henman  seeded three  then held his serve comfortably thanks to four serve-and-volley winners to take a clear 5-3 lead. rusedski won his service game but henman took the first of his three match points with a service winner to secure his place in the second round at dubai for the first time in three years. it was the first match between the pair for three years - henman last lost to rusedski six years ago - and lasted two hours and 40 minutes. the pair are now likely to only face each other on court as rivals - rather than as team-mates - after henman decided to retire from davis cup tennis leaving rusedski to lead the team out against israel on 4-6 march. henman  who now faces russian igor andreev in the last 16  admitted afterwards it was difficult coming up against his compatriot on a fast surface.  you just take it point by point when you re fighting to stay in the match   he said.  i had to keep playing aggressively and competing to get a chance.  i now have to recover in time for the next match because the body doesn t recover as quick as it used to  especially after two hours and 40 minutes.
