original_label,new_label,text,cluster_size,cluster_keywords
Marketplace,Marketplace_horses sportmodel class,"I  am  cleaning  out  the coffers.  I have a virtually 
          MINT collection of HEAVY METAL magazine.  This is  NOT 
          a  music  mag  but the really neato mag with Giger and 
          Moebius  artwork,  et  al.  Jam  packed  with  amazing 
          sci-fi  and  fantasy artwork by many masters.  All are 
          mint with the exception of the 3 that have split  seam 
          on  the  cover  only but are otherwise perfect, no cut 
          outs or missing pages.  I have Sep, Nov and Dec issues 
          for 1978, ALL issues for 1979, 1980, 1981, 1982,  1983 
          and  Jan  thru  Sep  for  1984  (72  issues  in  all i 
          believe).  I will not break  them  up.  They  will  be 
          sold  as  a  single  lot.  Send  your  offers  to  me. 
          Shipping not included,  these  are  pretty  heavy.  Of 
          course  if  you are local (Mass, USA) you can come get 
          'em in person. ",1,"['horses sportmodel class', 'dina horses sportmodel', 'horses class sale', 'stock horses class', 'horses sportmodel']"
Marketplace,Marketplace_heavy metal magazine,"FOR SALE:

	1 ST4766E Seagate ESDI drive.  760 meg		$500
	  unformatted.  Without controller.  A
	  friend has tested this on his controller
	  and says that it works.  As is.


	2 meg 256kx4 70ns DRAM.				$ 3 each or $48



Please call (908) 219-5935 or email.
",1,"['heavy metal magazine', 'metal magazine music', 'masters mint exception', 'magazine music mag', 'jam sci fi']"
Marketplace,Marketplace_controller dram email,"Sony D-22 portable Diskman forsale
      
      Good condition, flawless.
      
      Costomer AC adapter : 6v DC power supply ( tested 9v DC)
       
       * The factory adapter was tested 12v DC (AC 110v input) at the 
         time I bought it three years ago. When using it, a lot of heat 
         was generated inside the CD machine. Of course I wouldn't use 
         it to risk this baby's life. Maybe that's why so many owners 
         always complain about their portable machine going kaput after 
         a short time usage. 

       * 9v DC factory suggested
      
      LED display
",1,"['controller dram email', 'email', 'dram email', 'drive controller friend', 'friend controller dram']"
Marketplace,Marketplace_usenet speculation people,"
Non-smoking, normal law student needs furnished place to live in Memphis
this summer.  I'll be working at a firm downtown and will have
to pass the bar character examination, so you don't have to worry about 
your stuff being broken or stolen.  Call Chris at (804)979-2519
or leave e-mail.
",1,"['usenet speculation people', 'usenet speculation', 'dumping ground ads', 'junk rest transaction', 'pcs markup trying']"
Marketplace,Marketplace_beatles cream woodstock,"I'm trying to set up a personal studio.

What I'm looking for are a cheap sampler(rack or with keyboard)

or a cheap sound card (AudioMedia I or II or something similar).",1,"['beatles cream woodstock', 'sixtys groups beatles', 'groups beatles cream', 'cream woodstock album', 'beatles cream']"
Marketplace,Marketplace_vacation home ski,"**********

Hitachi CD player (needs cd spin motor) $30 shipped 

  JoYSTICKS..

	an IBM/apple joystick three fire buttons
	apple joy stick (//c //e)
	kraft track ball  make offers..

coleco vision items:

	two working Consoles w/ working controllers in great shape
	one roller ball controller
	two Super ACtion conrollers
	one 'standard' joystick

games:
	SA baseball
	SA rocky
	SA football

VIc 20 and C64 with powersupplies and RF modulators... make an offer

Vic20 Catridges:  Raid on Fort Knox - Omega Race

******

Early 80's Epiphone Acoustic guitar
spruce top.. mohogany back, sides and neck

adjustable bridge, plays very nice

small hole in side for jack (had a pickup at one time)

$175 + shipping

******

Yamaha CS-5 ANalog synthesizer

Three octave keyboard

VCO - single oscillator range from 64' to 2'

Tone sources - Saw tooth, square, noise and external sound 

VCA - can be modulated

VCF - Cut off, resonance, LFO MOD, envelope generator depth

pitch bend slider, CV in and out, trigger in and out, external
tone source in...  the keyboard is in perfect working order and
is colored black and white

$150 + shipping

**********
DRUM stuff..

North heavy Duty hi hat stand $45  
	older stand... but definately in working shape.. could
	use a little clean up.  comes with clutch and felts, etc..

Pearl bass drum pedal with felt beater $20 

honer cymbal stand $15 (needs some work on cymbal stem)

Zildjian 20"" Ride cymbal  $55 
	main line zildjian... older ride cymbal

Ludwig snare stand $10
	okay snare stand.. NOT like a remo though ;) 


shipping extra.. please email

if you have questions about anything, please email me
",1,"['vacation home ski', 'home ski luxury', 'ski luxury hotels', 'golf stream lake', 'home ski']"
Marketplace,Marketplace_audio preamp c70,,1,"['audio preamp c70', 'amp p70 stereo', 'tuner t50 presets', 'audio tuner t50', 'p70 stereo']"
Marketplace,Marketplace_bookshelf stereo months,,1,"['bookshelf stereo months', 'stereo months cd', 'tuner line sony', 'sony bookshelf includes', 'fi bookshelf stereo']"
Marketplace,Marketplace_classics bugs bunny,"I'm looking for a copy of ""Bela Lugosi's last film."" If anyone has a copy
of this stinker, please e-mail me. (Also, if anyone knows a better place to
post this, please tell me).
",1,"['classics bugs bunny', 'jerry classics bugs', 'bugs bunny classics', 'classics bugs', 'bugs bunny']"
Marketplace,Marketplace_vinyl copy men,"I would like to buy a cheap modem for my Mac. Did I mention that I would
prefer it to be cheap?  2400 baud preferred, but when you're looking for
cheap (and I do mean cheap) beggars can't be choosers.  E-mail me.",1,"['vinyl copy men', 'folk iii vinyl', 'album vinyl cd', 'iii vinyl copy', 'vinyl cd']"
Marketplace,Marketplace_catalogs manuals car,"Hi, everyone,

	Here are some books for sale, all prices are negotiable!!
	(****Shipping fee is not included!!)

	1. Signals and Systems, Alexander P. Poularik and Samuel Seely
	   PWS-KENT Publisher,	Old price: $10
				New Price: $8.50!!!!

	2. Probability: an introduction, Samuel Goldberg
	   Dover Publisher, 	Old price: $4
				New Price: $2!!!!!!!

	3. Digital Image Processing and Computer Vision, R. Schalkoff
	   Wiley Publisher, 	Old price: $30 
				New Price: $26!!!!!!

	4. Digital Image Processing, R. Gonzalz and P. Wintz,
	   Addison Wesley Publisher, Old price: $25
				New Price: $22.50!!!

SOLD!!..5. X Window System User Guide (for X11R4), O'Reilly Associate
	 
	6. The Best Book of MS-DOS 5, Alan Simpson
	   SAMS, 		Old price: $12
				New price: $8.50!!!!

	7. Elements of Modern Algebra, Hu
	   Holden Day Publisher, Old price: $8
				New price: $3.00!!!!

	8. Symmetries, Asymmetries and the World of Particles, T.D. Lee
	   Washington Publisher, Old price: $12
				New price: $9.50!!!!

	9. Elementary Particles and the Laws of Physics - the 1986 Dirac		  Memorial Lectures, Cambridge Publisher, Old price: $8
				New price: $6.00!!!!

	10. A Brief History of Time, Stephen W. Hawking
	    Bantam books (Paperback), Old price: $8 
				New price: $4.00!!!!


	
",1,"['catalogs manuals car', 'manuals car car', 'sell parts car', 'car car message', 'brand car shape']"
Marketplace,Marketplace_stereo sale luxman,"I have for sale teh USWEST SearchDisc CDROM Phone Directory.  This has
the names, phone number, address, business/residence information for
all regions covered by US West.  States includes Oregon, Washington,
Colorado, New Mexico, Arizona, Idaho, Wyoming, Montana, Utah, 
Minnesota, Nebraska, Iowa, North Dakota, and South Dakota.

Have have two CDROM disks, one for June 1992, the other for Oct. 1992.

If you are interested, make an offer, thanks.",1,"['stereo sale luxman', 'month stereo sale', 'cassette dolby hx', 'stereo sale', 'shelf speakers sale']"
Marketplace,Marketplace_drive applecolor rgb,"Available for Weekly/bi-weekly/weekend Rental :

A brand new chalet in a private resort community located in the heart
of the Pocono Mountains. The chalet has 3 bedrooms and 2 bathrooms and
features full carpeting, cathedral ceiling in living/dining room, an
overlooking loft, stone fireplace, wraparound deck, country kitchen
with all appliances and many other features too numerous to list them
all. Its custom designed and built and tastefully furnished for the
comfort of 8 adults.

The community has 24 hour security and offers 2 large lakes, 4 sandy
beaches, 2 swimming pools, 9 tennis courts, many picnic areas,
4 playgrounds, miniature golf, trout stream/lake fishing, team softball,
shuffleboard, ice skating/tobagun run, teen dances, club house etc. etc.

There are many recreational facilities within easy reach of the
vacation home. Ski resorts, luxury hotels with nitely entertaiment,
Pocono international raceway, golf courses, parks, gamelands,
whitewater rafting, horseback riding, scenic trails, waterfalls,
train rides, historical places, all kinds of restaurants,
factory outlet malls, tourist attractions, just to name a few.

This is an ideal place for a family/group vacation or a weekend
getaway. There is no traffic congestion and air or water pollution
and its only 2 hours from New York, Northern New Jersey and
Philadelphia.

For further information call :",1,"['drive applecolor rgb', 'communications software chessmaster', 'software chessmaster', 'apple iigs boxes', 'software chessmaster contact']"
Marketplace,Marketplace_piano bench cherry,"=============================================================================
NOTE: This is being posted for a friend. DO NOT REPLY to my account. Please 
      direct all replies to Scott Burke at scott@sparcom.com
=============================================================================

Alpine 5959S 6-CD Shuttle.  Paid $600, want $420/OBO.
Alpine 1203 Remote CD Changer Control.  Paid $250, want $175/OBO.
Boston ProSeries 10.0 Subwoofers (2) + Box.  Paid $545, want $380/OBO.

All equipment is under 6 months old and includes a full-replacement 5-year
warranty from original point of purchase.  The subwoofer box was custom
designed to fit in the back of a Bronco II and is 14"" by 21"" by 27"".

Send replies to: scott@sparcom.com

-----
Scott Burke - Project Leader - Sparcom Corporation - Corvallis OR
scott@sparcom.com - Telephone (503) 757-8416 - FAX (503) 753-7821


-- 
------------------------------------------------------------------------------
                     ""Just waiting for the nuts...""
             Brett Barksdale        brett@porky.oce.orst.edu",1,"['piano bench cherry', 'wurlitzer console piano', 'bench cherry wood', 'console piano bench', 'console piano']"
Marketplace,Marketplace_cheap beggars choosers,"F O R   S A L E
			================

		Triumph Spitfire '76, 1500
                - Convertible
	        - 54,000k original miles
		- Burgandy Color
		- Wooden Dashboard
                - No rust
		- Garage kept
		- Heater
		- Chrome bumpers(not the black plastic crap)
		- Brand new top
		- Asking $3,000 --negotiable
	
	* Mechanically the car is in a very good shape and it is running
          very-very strong(if you know what I mean)...:)
	* Plenty of catalogs and manuals are coming with the car 

	If you are interested in the car please reply to this message.


		I AM NOT INTERESTED OR WILLING TO SELL ANY PARTS.
		The car is in a very good condition to strip it.
",1,"['cheap beggars choosers', 'cheap cheap beggars', 'cheap beggars', 'baud cheap cheap', 'baud cheap']"
Marketplace,Marketplace_headphones condition denon,"""Bare"" = case, a power supply, and a motherboard (with RAM and a coprocessor).
Everything else is yours to add as you like.

The motherboard:
    - US-made Micronics 8-slot motherboard with Intel 386dx/25mhz CPU
    - 64kb SRAM cache
    - 4mb 80us RAM using 4x1mb simms (worth $120 alone)
    - Cyrix 83D87 math coprocessor (worth $90 alone)
    - Norton SI 6.0 rating of 26.1
    - Latest version Phoenix BIOS

The case/power supply:
     - Standard desktop case. 230watt power supply with the usual connectors.
     - Room for five floppy/hard drives (three visible, two internal).

*New* Micronics CPUs often command a several-hundred dollar premium
over clone motherboards because they are US-made, use high-quality
components, and are known to be both very reliable and compatible. They
have been OEMed in systems sold by both Gateway and Zeos at various
points in the past. (Check out the ads in the back pages of Byte or PC
Magazine if you want to see this price differential for yourself.)

Price: $450 complete, $100 less if you don't want/need the case and
power supply. The board is fully guaranteed. Email for further details
or for any questions.

Thanks!",1,"['headphones condition denon', 'pairs headphones condition', 'headphones condition', 'pairs headphones', 'ah d350 jvc']"
Marketplace,Marketplace_applies drive email,"

Oh no!  Someone is provided useful information AND mentioned that they
made money in the field.  Don't they know that usenet is reserved for
uninformed speculation by people trying to sell their personal stuff
(from houses to dead pcs) at a huge markup/trying to unload stuff they
bought from their company at just under retail, and other
""non-commercial"" activities.


The net is not ""supposed"" to be a dumping ground for free ads, but
reserving it for tripe doesn't seem to be a significant improvement.


So?  Either they target it well enough to pay for it, in other words,
they manage to send it to people who want the stuff (in which case it
is junk only for the ""rest"" and the transaction costs are borne
appropriately in this case) or they go bankrupt.  Seems fair to me.


You could hold your breath.  You could kill offending messages as
they come onto your machine and refuse to send them any further,
but not until you turn blue.

-andy",1,"['applies drive email', 'meg drive ibm', 'drive email offer', 'drive ibm', 'simms motherboard price']"
Marketplace,Marketplace_fax hours fax,"FOR SALE:

Kenwood Audio/Visual Surround sound Receiver.
* 1.5 yrs old, perfect condition, still under 5 year warranty.
* 75 watts x 2 front + 5x2 watts rear surround.  Dobly surround.
* 3 video, 2 tape, 1 CD, 1 Phono input.
* Full easy-touch button control for all functions
* Bass/treble/balance/rear level knobs
* Earphone input
* Digital synthesized tuner with 20FM/10AM presets. 
* Full logic-remote control:  with volume, mute, tuner and other controls.
* Has three outlets in the back, can connect all your equipment and turn them
  on at the same time  
* Includes manuals, cables, and original packaging.

A great addition for anyone starting out a home theater, or stereo system.

Originally purchased at $379, Asking $150.

email:  jburgin@ralph.cs.haverford.edu
phone:  215-645-5620",1,"['fax hours fax', 'fax fax hours', 'credit faxes fax', 'fax service internet', 'international fax account']"
Marketplace,Marketplace_keyboard layout,"I'm looking to buy a 100% working keyboard for a 286 system (preferably 
a 101 layout.)  I'm looking to spend about $20.


-- ",1,"['keyboard layout', 'keyboard', 'layout']"
Marketplace,Marketplace_puppies picnic dagwood,"We are representing some Chinese TV manufacturers who want to wholesale their
products to Latin American countries. We are looking for brokers/agents who
can help us. Products include both color and black/white TVs from 11"" to 24"". If interested, please e-mail or fax to Mr Z Ho at 713-926-7953 (USA) for more information or inquiries. good commission.
",1,"['puppies picnic dagwood', 'daisey puppies picnic', 'puppies picnic', 'dog daisey puppies', 'daisey puppies']"
Marketplace,Marketplace_blender speeds cookbook,"Reduced Prices! 
I have a list of things forsale on behalf of my brother, who's moving (moved
already)

								Offer:
1) Black and Decker Duster Plus (Portable Hand Vaccum)	
 	purchased for $32, 					  $12

2) SR-1000 Dual Cassette Portable Player, AM/FM
5-Band graphics Equalizer, high speed dubing, Duo 
Tape.Tape deck A, seems to have lost treble sound. 
But, I bet  it's fixable.
	purchased for $80					  $25

3)Monolux Zoom MicroScope, up to 1200X magnification
Made in Japan, includes case and accessories
	purchased for $50					  $20

4)Sunbeam 1400 Hair Dryer, the dryer you put your 
head under/into. You know, the ones you see in the salons.
(Don't ask me why my bro had it)
	purchased for $60				          $24

5)Everylast Speed Bag, all leather. Brand new, never 
used								  $10

6)Osterizer Pusle Matic Blender, with 10 speeds 
and a cookbook, 5 years old					  $10
	purchased for $50

8)Binolux Binoculars . 7x35, extra wide angle
525ft. at 1000yds. with case. very new.		                  $20

9)Proctor and Silex Spray,Steam and Dry Iron.
very new.							  $10


Any questions, contact me thru e-mail and I will reply expeditously
And always, S+H are not included, so please consider this.

And lastly, I'm a very reasonable.Very Reasonable.",1,"['blender speeds cookbook', 'brand osterizer pusle', 'pusle matic blender', 'cookbook years binolux', 'leather brand osterizer']"
Marketplace,Marketplace_car cheap bethesda,"My girlfriend switched to gas-permeable hard lenses and no longer
needs a one year old soft contact lens cleaning unit.  It's one of
those where you pop in the lens case filled with solution and the
lenses, press the lighted timer button and let it cook.  No stains
(of course -- if you've owned one of these, you understand), maybe
a little dust on the cover.

Best cash offer, or equivalent worth in used CD's or Betamax tapes
(some blanks or a couple of pre-recorded movies/concerts).

gld",1,"['car cheap bethesda', 'car cheap', 'ones car cheap', 'sale thule car', 'nissan pathfinder']"
Marketplace,Marketplace_c50 vhs camcorder," and  A VGA monitor..
e-mail
",1,"['c50 vhs camcorder', 'vhs camcorder forsale', 'charger vac 500u', 'adapter charger vac', 'autofocus power zoom']"
Marketplace,Marketplace_paid remote cd,"
: Men Without Hats - ""Folk of the 80's (Part III)"" - vinyl

Anyone out there who is willing to part with their copy of

Men without Hats, ""Pop goes the world!"" album on vinyl...or perhaps CD...

please contact me, we wish to purchase it!
",1,"['paid remote cd', 'sparcom com scott', 'scott sparcom com', 'alpine shuttle paid', 'shuttle paid remote']"
Marketplace,Marketplace_girlfriend lenses year,"I have a 41M IDE HD forsale or trade.  I would like to trade it if possible.

HD
- 41M
- IDE Westren Digital
- No errors or bad sectors
- 13.8ms access time
- 855 kilobytes per second transfer rate
- working in my computer right now.

LOOKING FOR IN A TRADE MAYBE
- SEGA Genesis
- a pair of Sub Woffers
- Souround Sound Stereo/Reciever
- ANY KIND OF ELECTORNIC EQUIPMENT (IF YOU HAVE ELECTORINIC EQUIPMENT I LIKE 
                                    ALMOST ANY KIND OF COMPUTRER, CAR, OR HOME
                                    EQUIPMENT, -- IF YOU WANT TO MAKE AN OFFER
                                    ON A TRADE LET ME KNOW. --CD PLAYER ..ect)

Please if you are interested in a trade let me know.  

email ------ rogess@sage.cc.purdue.edu

",1,"['girlfriend lenses year', 'cd betamax tapes', 'worth cd betamax', 'movies concerts gld', 'couple movies concerts']"
Marketplace,Marketplace_raquetball espree fee,"I have the following CDs for sale for $6 each plus postage.
All CDs are in perfect condition.


Michael Bolton        Time, Love & Tenderness      
Paula Abdul          Forever Your Girl
Taylor Dayne            Tell it to My Heart
Lionel Richie       The Composer
Elvis Presley      18 Number One Hits
Bobby Vinton       Greatest Hits
Super Hits of the 70's 
(includes  Yellow River, Rose Garden, For the Good Times, 
Help Me Make it through the Night, Mr. Bojangles, Sweet Mary, 
One Toke Over the Line, Put Your Hand in Hand, Stay Awhile,
Woodstock, Silver Bird, I Ain't got time Anymore)",1,"['raquetball espree fee', 'does raquetball espree', 'does raquetball', 'raquetball espree', 'raquetball']"
Marketplace,Marketplace_homewood smokers pets,Note: The device has never been used (IE: still in plastic) and is 10baseT,1,"['homewood smokers pets', 'pets share house', 'bedroom rent june', 'student bath summer', 'house law students']"
Marketplace,Marketplace_bose a5 month,"Panasonic KX-T3000H, Combo black cordless & speaker phone all in one.
 new- $160, now- $100 + shipping OBO.
 
Curtis Mathes VHS VCR Remote included and it works with universal remotes.
 Works great but I replaced it with a Stereo VCR.
 paid $300 years ago, will sell for $125 delivered OBO.
 
Radio Shack stereo amp.  2 inputs, tone, and left and right volume.  Speakers
 not included.  $20 plus shipping.
 
If you are interested in either of the above mail me at
 radley@gibbs.oit.unc.edu or call me, Keith, at 919-968-7779.
 
PS- I made a type on my email address the first posting.  It is now correct.",1,"['bose a5 month', 'months email offers', 'minis months email', 'a5 month advent', 'a5 month']"
Marketplace,Marketplace_radio shack stereo,"Greetings netters,
	I have the following items for IMMEDIATE sale.  I need the money and
if you need the stuff, we can work out a deal.  :)

Sharp single disk cd player
	Originally paid oodles, but that was a couple of years ago.  It works
	well, has all the standards...(remote sensor[remote not included];
	20 track pragrammable memory; etc.)  I got a new one and need to sell
	this one.  Please email me an offer!!  (it's the standard black 
	component style cd player)

3.5"" 1.44 meg floppy drive
	A real IBM floppy drive with cable and mounting case.  I paid $40
	a couple of months ago.  The drive works (as last time in).  I
	would like to get the $40 back for it, but OBO applies.

5.25"" 360K floppy drive
	I'm sure someone out there needs an extra 360K.  It works great and
	is nice and quiet.  Again, please email offer.

RC10 remote control car
	4 time world leader design.  It was just overhauled.  It runs great,
	even though the body if not all that pretty.  Has new engine in it 
	as well as racing pinion.  The chassis is nicked up from hard running,
	but it's still a great car.  Does not include electronics.  Comes 
	with monster truck conversion kit (wheel arms already installed)-virgin
	truck body and bumper etc.  Car+kit=$100+20=$120 OBO...make an offer!

D&D stuff...you name it, I probably have it.  Please send email regarding what
	you want...or a request for sale list.  I hate to part with any of it, 
	but needs are needs, eh?  

Misc CD's
	Alice in Chains - Facelift    $8
	Skid Row (self titled)  $8  both obo...really.

Box of computer printer paper...paid $20 for it, make offer.

I might have 4 1*9 meg **60** ns SIMMS forsale if I get a new motherboard...
	if you interested, the price is $40 a piece sold as a set.
",1,"['radio shack stereo', 'vhs vcr remote', 'remotes stereo vcr', 'remote remotes stereo', 'vcr remote remotes']"
Marketplace,Marketplace_marvel aliens app,"I'd offer $150 for your scanner, shipping at your expense, payment to
be sent by personal check within 24 hours after receipt of goods -- or if
you live nearby and can deliver, payment in cash with 24 hour advance notice
so I can go to the bank.  If sent by mail, I reserve the right to return
it at my expense if when I check it out I find it to be defective in some
way.

BTW, why would you sell such a fine scanner?  Did you replace it with
some other instrument or find it not to be satisfactory in some way?",1,"['marvel aliens app', 'app aliens comics', 'work marvel aliens', 'aliens comics prnt', 'aliens app aliens']"
